,Date,ACB,MWG,MSN,BID,VRE,POW,PLX,HPG,VNM,VHM,TCB,HDB,VIB,VCB,VJC
244,2020-12-29,14800,38320,68190,33370,31650,13229,50510,23130,94260,66580,29750,12490,13190.0,65060,125600
245,2020-12-30,14860,38350,68430,33170,31350,13180,50690,22740,93900,66510,29900,12470,13240.0,64200,124500
246,2020-12-31,15020,38880,72850,33620,31400,13377,50410,23050,93900,65990,31500,12550,13000.0,64200,125000
247,2021-01-04,15310,39430,72850,33870,31650,13868,50690,23520,94340,67840,33000,12730,13240.0,64930,125800
248,2021-01-05,15690,39860,73180,33620,33300,13967,50870,23550,96520,70490,33050,13080,14150.0,65120,124800
249,2021-01-06,15980,39660,72370,34250,33200,13672,51060,23800,95640,69900,33200,13550,14160.0,68860,123700
250,2021-01-07,15980,39500,75400,34320,33900,13770,51330,23800,96180,69900,34600,14160,14040.0,70170,124600
251,2021-01-08,16140,39830,76300,34040,35500,13721,51890,23770,97560,71080,35700,14310,13930.0,68730,126500
252,2021-01-11,16219,41260,77110,33870,37150,14360,52910,23940,100960,76020,35250,14180,13810.0,68530,131300
253,2021-01-12,16090,41260,77030,34220,36700,14360,52910,24970,101310,76240,35100,14130,13810.0,69250,131500
254,2021-01-13,15950,41260,76460,34010,36200,13967,52630,24860,99740,74400,35150,14180,13920.0,68730,131300
255,2021-01-14,15950,41820,75640,34290,36600,13967,51890,24720,98530,73440,35750,14160,14110.0,68140,130699
256,2021-01-15,16160,41790,76220,34290,36700,14114,51710,24740,99220,74910,36850,14730,14300.0,67680,131800
257,2021-01-18,16000,41320,77940,34150,37350,14508,51800,24800,98690,74470,36200,14400,14150.0,67750,132000
258,2021-01-19,14910,39230,74490,31760,37300,13622,48940,23130,93820,71380,33900,13390,13240.0,64930,127900
259,2021-01-20,15130,40150,74490,31940,36800,13770,49210,23190,94950,71890,34500,13470,13210.0,64989,130000
260,2021-01-21,15470,40870,74990,32640,36600,14114,50690,24580,96080,73000,36200,13630,13680.0,67550,131000
261,2021-01-22,15310,41590,76460,31760,36900,14114,50140,24270,94700,73220,36300,13780,13690.0,67550,133800
262,2021-01-25,15020,43160,79490,31310,37800,13918,49760,24300,94260,73370,35800,13550,13690.0,67220,133600
263,2021-01-26,14860,43160,78260,29870,37000,13278,48560,23520,92950,72260,35000,12950,13270.0,66170,131000
264,2021-01-27,14690,43650,75150,28990,34450,12590,46810,22410,89980,69240,33500,12300,13410.0,63880,130800
265,2021-01-28,13680,40610,69910,26990,32049,11754,43580,20850,83710,64440,31200,11460,12490.0,59420,121700
266,2021-01-29,14330,43380,70060,28010,32049,11704,45240,21770,89550,68940,32000,11780,12670.0,60990,125800
267,2021-02-01,14240,40440,67200,27450,30000,11311,44780,21320,89460,65110,32200,11720,12450.0,59740,125500
268,2021-02-02,14620,41850,68840,27620,31950,11459,45890,22520,92680,69610,34000,12250,12800.0,63290,129699
269,2021-02-03,15020,41690,72850,29020,33100,12245,46630,23350,95560,71670,35000,12680,13590.0,64860,131000
270,2021-02-04,15070,42020,73350,29130,32600,12393,47360,23240,94780,72560,35000,12440,13550.0,64860,130600
271,2021-02-05,15230,42670,73430,29340,32700,12491,48200,23630,95470,73220,36300,12730,14190.0,65580,131100
272,2021-02-08,14690,42020,70150,28150,30900,11950,48010,22740,91730,69830,35000,12380,13960.0,61710,124600
273,2021-02-09,15260,42340,72690,28640,31550,12147,48940,23240,94080,71380,36000,12730,14430.0,63750,129000
274,2021-02-17,15710,45120,75400,29550,33750,12786,51430,24160,94700,74470,38400,13420,15130.0,65580,131000
275,2021-02-18,15580,45610,77940,30460,34850,12836,51800,24380,94950,76090,38900,13470,15020.0,66890,131800
276,2021-02-19,16620,44990,77770,30950,34500,12836,51890,24160,94080,76020,38700,13500,15080.0,66430,131800
277,2021-02-22,16890,44790,77530,30710,34150,12688,52820,24130,93650,78010,38600,13630,15110.0,65980,131600
278,2021-02-23,16940,44530,75970,30880,34400,12639,52450,24080,93220,77640,39800,13700,14910.0,65580,134000
279,2021-02-24,16670,43750,74570,30220,33700,12442,52910,24240,92160,75800,39100,13430,15000.0,64340,131900
280,2021-02-25,17320,44360,73430,30150,33750,12491,53920,24550,91120,75800,39100,13470,15420.0,64400,135000
281,2021-02-26,17670,44140,74010,30600,33200,12393,53740,25360,91290,74910,39250,13280,15910.0,64400,135100
282,2021-03-01,17770,44080,74820,30950,34250,12836,54480,25690,92000,75950,40200,13630,17020.0,65060,136200
283,2021-03-02,17630,44400,74490,30920,34700,12737,54110,25970,91380,75800,40300,14100,17490.0,65120,137700
284,2021-03-03,17770,44530,74160,30740,35500,12639,54020,26020,91040,74840,40350,14230,17320.0,64530,137200
285,2021-03-04,17320,43420,72450,30010,34550,12393,53370,25520,90070,73740,39050,13830,16830.0,63810,136800
286,2021-03-05,17340,43230,73100,29760,34550,13229,53560,25580,89730,72560,39200,13650,17360.0,63220,136800
287,2021-03-08,17000,42770,71620,29800,34450,13918,53920,25750,89030,71670,38850,13700,17300.0,62430,136000
288,2021-03-09,17130,41880,71050,29380,34100,13377,52260,25500,87550,72410,38950,13700,17230.0,62300,134900
289,2021-03-10,17500,42670,71300,29480,34150,13426,51520,25360,88070,73660,39300,13780,17210.0,62630,135500
290,2021-03-11,17630,43320,71540,30390,34350,13573,51330,25800,89550,73740,40150,13940,17330.0,63160,136100
291,2021-03-12,17610,42860,71540,30430,34650,13524,51330,25830,89030,73660,40050,14080,17420.0,62830,135000
292,2021-03-15,17900,43380,72530,30180,34450,13475,52720,25860,89030,73590,40100,14080,17510.0,63160,135000
293,2021-03-16,17880,43550,72120,29760,34800,13377,53370,25630,87980,73370,39850,14160,17450.0,62760,134600
294,2021-03-17,17900,43420,72120,30390,34850,13721,53370,25750,87550,73220,40300,14530,18440.0,62700,133500
295,2021-03-18,18140,43680,73510,31590,35000,13622,53280,25910,89290,73510,41950,14530,18340.0,63940,134900
296,2021-03-19,18070,43480,72690,31590,34000,13180,51980,26220,88590,72110,42000,14340,18320.0,61780,130500
297,2021-03-22,17850,43130,72200,31340,34600,13327,51710,26000,87820,73220,41300,14230,18100.0,63610,132700
298,2021-03-23,17630,42830,70890,30670,34150,13081,52820,25910,87280,72780,40450,14000,17850.0,62830,131000
299,2021-03-24,17340,42470,69740,29590,33400,12540,51980,25270,85980,71670,39300,13470,17550.0,62110,128000
300,2021-03-25,17130,42120,70480,29660,32850,12393,51890,25020,85790,71300,39350,13520,17270.0,62370,128100
301,2021-03-26,17340,42500,70390,29550,32200,12491,51610,25690,84850,70560,39400,13600,17330.0,62240,130500
302,2021-03-29,17630,42530,70560,29870,33050,12885,51330,25750,86240,70930,39550,13740,17610.0,62500,131600
303,2021-03-30,17800,42300,72530,30080,32600,12983,51250,25830,86410,71010,40050,13830,18590.0,62170,131600
304,2021-03-31,17800,42400,75800,30150,32700,12983,50870,26020,85720,71740,40400,13940,19410.0,62170,129699
305,2021-04-01,18090,43910,75640,30850,33850,13426,51980,26970,87980,73000,41000,14160,19990.0,63550,132500
306,2021-04-02,18520,44080,75970,31590,33850,13377,52170,27270,89460,74250,41250,14400,20330.0,64140,132300
307,2021-04-05,18570,43850,76220,31970,34500,13426,51610,27410,89380,74990,41500,14600,21360.0,66890,132300
308,2021-04-06,18570,43580,75320,32110,35000,13229,51520,27470,88420,74990,42200,14570,21490.0,66830,133000
309,2021-04-07,18390,43980,76870,31970,35400,13721,51520,27500,87200,74100,42200,14660,21360.0,66830,133000
310,2021-04-08,18390,43810,76220,31450,35300,13573,51610,27440,87020,73510,41950,14820,20530.0,65580,133000
311,2021-04-09,18390,43580,75470,31100,35000,13573,51610,27550,86940,72920,41600,14790,20330.0,63940,131800
312,2021-04-12,18790,44110,75320,31410,35300,14016,51610,28470,87110,75060,42150,14730,21250.0,64860,131800
313,2021-04-13,18490,44110,77200,30640,35300,13622,50690,27860,87110,75580,41600,14600,20850.0,63940,131900
314,2021-04-14,18490,44270,82520,30880,35000,13573,50970,29470,86500,74100,41800,14730,20970.0,64730,132000
315,2021-04-15,18090,43710,81950,30220,34000,13180,50220,30310,86330,74620,40900,14440,20810.0,63940,131700
316,2021-04-16,17690,43810,82040,29480,33950,12983,48750,30360,84410,74470,40450,14080,20450.0,63160,129000
317,2021-04-19,18010,44920,87770,30180,33950,12885,48480,32140,83710,77050,41600,14420,20850.0,64599,129199
318,2021-04-20,17960,46590,86460,30320,34600,12786,48850,31810,86500,80080,41150,14370,21650.0,67550,131000
319,2021-04-22,17370,46590,80480,28780,32200,12147,47090,30580,85370,76020,39700,13900,21360.0,67550,130400
320,2021-04-23,17850,48230,81950,29480,32800,12393,47090,31360,86690,77420,40500,14210,21360.0,68200,129500
321,2021-04-26,17800,46590,77860,28430,31150,11901,46120,30640,83630,73440,39450,14000,21570.0,64660,127500
322,2021-04-27,18170,46390,80310,28320,30600,11901,44880,31310,83370,73740,39500,14160,21360.0,64930,127200
323,2021-04-28,18070,45770,81130,28500,31500,12000,46170,31140,81620,74400,39950,14180,21980.0,64930,126000
324,2021-04-29,18520,46070,80310,28780,32000,12098,46440,32310,81450,73220,41000,14400,22290.0,65580,124900
325,2021-05-04,18410,45570,78590,28990,31300,11852,45840,33250,79790,73150,43400,14370,22210.0,64989,124000
326,2021-05-05,18870,46070,78670,29410,31600,12491,47000,32970,80140,73440,45950,15350,22050.0,66370,124500
327,2021-05-06,18600,46420,78340,28950,31200,12098,46900,33030,78050,72780,47100,15210,23450.0,65120,122000
328,2021-05-07,18810,45840,77860,28530,31000,11901,46810,33810,75790,71600,47050,15840,23530.0,63610,119500
329,2021-05-10,19350,45160,83270,29060,31750,12000,49210,35030,81020,73070,48100,16270,23650.0,64340,119200
330,2021-05-11,19140,44960,83180,29550,31000,12098,48940,34480,79440,72260,47000,15840,24570.0,64200,119000
331,2021-05-12,19320,45610,85230,29940,31200,12245,49210,34860,79970,72040,49250,15960,24700.0,63810,119000
332,2021-05-13,19350,45770,84410,29900,30900,12000,49860,34200,78840,71520,48000,16010,24520.0,63480,117000
333,2021-05-14,19480,46590,88590,29730,30650,12049,50600,34140,77970,71670,48650,16490,24980.0,63550,117900
334,2021-05-17,19540,46270,85390,29340,30700,11950,49860,34420,75960,74320,47850,16450,24460.0,62960,114000
335,2021-05-18,19370,46330,86140,28710,30000,11803,49860,35250,75790,72920,48350,16170,23490.0,62040,113000
336,2021-05-19,19560,46330,88510,28710,29350,11508,50050,36760,76230,74030,50100,16620,24250.0,61710,110000
337,2021-05-20,19990,49040,93090,29380,29500,11262,50220,37030,76650,75210,50200,16900,24780.0,64930,111000
338,2021-05-21,20040,47530,91710,31410,30350,11508,53000,36480,77700,76610,50800,16840,24570.0,63480,112700
339,2021-05-24,20040,47730,91780,32290,30850,11606,51980,36370,79440,78160,50900,16770,24460.0,63880,113500
340,2021-05-25,20310,47730,93090,32780,31200,11704,51890,37480,78840,77130,51600,17170,24460.0,65450,113300
341,2021-05-26,20550,47380,93090,32740,31250,11459,51060,37700,79260,77940,52800,17320,25250.0,65840,113000
342,2021-05-27,20420,46550,90150,31870,30750,11459,49760,37140,78840,76980,51400,16900,25570.0,64730,113000
343,2021-05-28,20790,46650,92190,33100,30550,11508,50600,37310,79350,77130,53000,17350,25780.0,65319,112000
344,2021-05-31,22130,45290,90230,34180,29400,11557,50410,39880,78840,75650,53700,17850,27470.0,64660,110000
345,2021-06-01,22500,44630,87680,33690,30700,11901,50510,42000,78310,76680,53100,18110,28590.0,68010,106200
346,2021-06-02,23840,45380,86620,33270,30100,11704,50970,40870,77870,76980,52800,17960,28870.0,69520,106600
347,2021-06-03,24530,45440,86050,34250,30500,12491,51150,41100,78580,77720,54800,18900,29660.0,69980,106900
348,2021-06-04,24210,44960,87930,34390,32200,12885,52820,41250,77970,77050,54600,18730,29660.0,68800,107400
349,2021-06-07,22980,44500,85640,32850,33350,12688,52260,39880,78850,78160,52400,18300,28950.0,67550,111800
350,2021-06-08,21480,44460,85230,31450,31650,11901,50510,37840,79110,77640,49500,17060,28020.0,65580,117200
351,2021-06-09,22690,44590,85640,31900,31700,11901,49670,38070,78590,78230,50800,17630,29450.0,66890,115300
352,2021-06-10,22790,44240,84490,30810,30800,11704,48480,39050,81320,76760,50100,17280,29110.0,66760,113800
353,2021-06-11,23160,44790,86870,31730,31500,11852,49860,40190,81140,78160,52600,18200,29570.0,67420,115500
354,2021-06-14,22790,45160,87610,31520,31950,12000,50780,40570,81590,81030,52700,18010,29060.0,66890,115700
355,2021-06-15,23620,45090,87280,31520,32850,11852,50600,40260,81930,83030,52300,18360,28500.0,67420,117000
356,2021-06-16,23190,44790,85390,31800,32800,11852,51710,39200,80960,81110,50700,17850,27940.0,68200,116500
357,2021-06-17,23320,45440,84410,32220,32850,12196,52360,38900,80270,80370,50200,17750,28050.0,68340,116500
358,2021-06-18,23390,46100,87280,32390,32500,12098,52170,39430,81230,82950,51000,18100,28270.0,71160,116000
359,2021-06-21,23220,47670,89080,31590,31800,12295,54110,38750,79900,82580,50400,17770,28270.0,69910,114000
360,2021-06-22,23820,47730,88920,31590,31500,12344,54110,39130,79900,82210,50900,18140,28380.0,70570,115000
361,2021-06-23,23920,47080,87530,31870,31500,12098,53260,38900,79370,82070,51100,18100,28330.0,71940,115100
362,2021-06-24,24190,47080,87280,31730,32000,11950,52790,38300,78230,82660,50900,18100,28050.0,72600,115500
363,2021-06-25,24290,46980,87200,31970,31600,11950,53260,38370,79110,82660,51600,18640,27550.0,73850,115900
364,2021-06-28,24530,47570,89240,32920,31800,11950,53820,39660,78670,85160,53600,19020,28020.0,73850,115500
365,2021-06-29,24360,48060,88920,32920,31700,11852,52980,39200,80270,87450,53500,18960,28050.0,74760,120000
366,2021-06-30,23860,49690,91300,33170,31750,11852,51660,38980,79730,87010,52700,18750,27740.0,76340,121500
367,2021-07-01,24020,49410,93770,33200,31800,11901,52320,39960,80170,86420,53300,19250,27550.0,76340,120700
368,2021-07-02,24120,51270,94110,33030,31700,11803,52220,39580,79460,87010,54300,19650,28110.0,75350,120600
369,2021-07-05,25360,54440,92200,32740,29500,11508,51370,38750,78670,87380,58000,19750,28170.0,74500,118300
370,2021-07-06,24060,50670,90060,30880,29500,11262,48730,36330,76730,81330,54000,18490,28330.0,73450,119300
371,2021-07-07,24430,54210,95830,31940,30900,11213,50150,37770,79200,86270,56600,19280,27940.0,74370,121800
372,2021-07-08,24190,56400,98980,32150,29900,11163,49300,37080,77970,84800,56600,18990,28840.0,72800,120300
373,2021-07-09,23520,57710,96580,31520,28000,10622,47890,35800,76730,82950,56600,18490,29390.0,72010,118900
374,2021-07-12,21890,57740,99060,29480,27000,9983,46800,34020,76110,79630,53500,17850,27600.0,70240,120000
375,2021-07-13,21990,57220,95010,29760,27850,10377,48070,34440,74350,80740,53900,17940,26760.0,67810,119900
376,2021-07-14,21220,54450,95960,29910,28250,10280,47980,34060,74970,80690,51000,17240,24900.0,66730,117000
377,2021-07-15,21890,54650,94980,29980,28000,10520,47980,35190,75130,81290,52100,17530,25190.0,67190,114800
378,2021-07-16,22450,54980,99530,29850,27700,10430,48170,35380,75760,80320,51600,17660,25160.0,67190,115400
379,2021-07-19,21480,51190,98610,27850,26800,9930,46190,33530,74970,76870,48000,16840,23430.0,63590,114000
380,2021-07-20,22650,53830,101580,28800,26700,10130,46520,35800,75760,78560,49500,17630,23560.0,65680,114500
381,2021-07-21,22590,53440,100770,28580,27400,10080,47130,35380,75230,79590,50300,17000,23050.0,64890,114000
382,2021-07-22,22790,54030,101500,28800,28200,10180,47980,35720,76560,81800,51100,17110,23400.0,65750,114000
383,2021-07-23,22050,52880,98290,28240,27000,10330,47320,34660,77260,79290,49500,17080,22560.0,63590,113400
384,2021-07-26,21850,52430,100020,28090,26750,10330,47040,34510,78400,80770,49000,17160,21640.0,62930,114000
385,2021-07-27,22150,51670,103660,28240,27650,10620,47410,34970,77160,79440,49750,17160,22280.0,62280,114900
386,2021-07-28,22150,51390,102820,28440,27200,10430,47600,35340,76630,78480,49700,17370,22610.0,63590,114400
387,2021-07-29,22820,53240,105470,28800,27350,10480,48070,35650,76560,79520,50600,17630,22760.0,64170,114400
388,2021-07-30,24160,53660,110680,28870,27650,10520,48360,35800,75950,79810,51100,17790,23340.0,64239,113000
389,2021-08-02,23760,55570,112490,29890,27500,10570,48540,35760,76280,79660,50800,18060,23430.0,63590,115500
390,2021-08-03,23920,55570,113810,30450,28300,10620,48260,35760,76820,81720,51800,18430,23340.0,64769,116000
391,2021-08-04,23720,55600,112320,30200,27900,10670,49300,35950,76820,81430,52000,18500,23200.0,64569,116200
392,2021-08-05,24060,56580,111500,30160,27950,10620,49390,36930,76370,82320,52500,18740,23560.0,65160,116500
393,2021-08-06,23760,56090,111090,30130,27950,10820,49860,36630,76900,83940,51800,18480,23400.0,64310,117400
394,2021-08-09,24390,56830,116460,30300,28600,10970,49860,37610,77350,86510,52500,18740,23560.0,64440,119500
395,2021-08-10,24390,56870,114390,30410,28350,11070,50720,37390,78850,86220,52300,18770,23450.0,64890,118700
396,2021-08-11,24060,57230,112820,30270,28000,11260,50330,37050,80170,85480,52300,18720,23340.0,65880,118700
397,2021-08-12,23590,55600,110680,30060,28000,11160,49960,36630,79820,86220,52000,18500,23010.0,65489,118700
398,2021-08-13,23620,55920,110260,29890,28000,11110,49860,36820,79280,88430,52200,18350,22890.0,65290,118000
399,2021-08-16,23860,55640,110260,30410,28500,11260,49110,37420,78930,85480,54000,18880,23450.0,65940,117300
400,2021-08-17,23790,55570,109430,30160,28050,11160,48640,38140,78760,81800,53300,18880,23370.0,66210,117300
401,2021-08-18,23760,56420,111090,29950,27800,11210,48640,38140,79370,81060,52800,18790,23050.0,66210,118000
402,2021-08-19,23590,56420,112570,29850,27950,11160,48540,38520,79640,81800,53000,19010,22760.0,67390,120000
403,2021-08-20,22450,53640,110510,28440,27050,10720,46760,37080,77440,79660,50500,18220,21710.0,65620,119800
404,2021-08-23,21380,51700,104900,27600,26050,10380,45710,35950,75850,79000,48750,17740,20200.0,63780,120300
405,2021-08-24,21580,52490,106140,27670,26150,10380,46000,36140,76110,79070,49000,17790,20120.0,63590,122800
406,2021-08-25,21690,52820,111500,27700,26300,11070,46710,36630,76630,78850,49150,17840,20760.0,63910,127000
407,2021-08-26,21350,52980,110680,27110,26450,11160,45910,36100,76720,78560,48300,17720,20360.0,63450,125800
408,2021-08-27,21220,53790,112240,27180,26800,11700,46660,36020,76720,78780,48050,17490,20200.0,64120,126800
409,2021-08-30,21480,54430,109510,27700,27200,11750,46710,36860,77100,78780,49200,17620,20450.0,65099,126900
410,2021-08-31,21380,54620,111500,27360,27300,11660,46840,37310,77100,78410,48500,17130,20330.0,65160,126500
411,2021-09-01,21380,54230,110100,27390,27900,12250,47890,37240,77700,78850,48300,16930,20230.0,65160,125500
412,2021-09-06,21420,54620,108270,27460,28100,12200,48170,38750,77870,79890,48950,17390,20090.0,65550,125700
413,2021-09-07,21720,54280,107200,27880,27200,11850,47510,38370,77440,80770,49650,17620,20480.0,65550,124600
414,2021-09-08,21480,54810,105720,27810,27100,11700,46470,38830,76610,79520,48800,17650,20500.0,65360,124600
415,2021-09-09,21690,58510,108190,27950,27450,11900,47700,39280,76440,79360,49300,17430,20530.0,65099,129000
416,2021-09-10,21580,58510,107370,27850,28000,11900,47600,38980,77620,79220,49300,17100,20360.0,65030,129800
417,2021-09-13,21320,61510,107870,27490,27900,11660,47410,38450,78240,78850,48950,16630,20140.0,64310,128000
418,2021-09-14,21050,61260,111910,27180,28300,11310,47230,38070,78050,78850,48500,16370,19860.0,64440,125800
419,2021-09-15,20850,61310,119680,27250,28550,11610,47980,39050,77250,79580,48400,16329,19720.0,63650,126000
420,2021-09-16,20920,60820,123720,27670,30000,11610,48070,38830,77520,77830,49100,16570,19750.0,64310,126000
421,2021-09-17,21120,60520,120580,28090,29200,11560,47790,39200,77620,78900,49750,16800,20200.0,63720,124900
422,2021-09-20,21450,60520,118100,28020,29300,11560,47130,38830,79580,77630,50700,16970,21600.0,65290,124200
423,2021-09-21,21250,60920,118520,27850,28400,11460,46760,38450,79670,75300,50400,16860,22160.0,64239,123500
